T/1	SERVOIX/3			SERVOSPEED/3			
2584	1	0	0	0.00	0.75	0.00	
2585	1	0	0	0.00	0.75	0.00	
2586	1	0	0	0.00	0.75	0.00	
2587	1	0	0	0.00	0.75	0.00	
2588	1	0	0	0.00	0.75	0.00	
2589	1	0	0	0.00	0.75	0.00	
2590	1	0	0	0.00	0.75	0.00	
2591	1	0	0	0.00	0.75	0.00	
2592	1	0	0	0.00	1.00	0.00	
2593	1	0	0	0.00	1.00	0.00	
2594	1	0	0	0.00	1.00	0.00	
2595	1	0	0	0.00	1.00	0.00	
2596	1	0	0	0.00	1.00	0.00	
2597	1	0	0	0.00	1.00	0.00	
2598	1	0	0	0.00	1.00	0.00	
2599	1	0	0	0.00	1.00	0.00	
2600	1	0	0	0.00	1.00	0.00	
2601	1	0	0	0.00	1.00	0.00	
2602	1	0	0	0.00	0.00	0.25	
2603	2	0	0	0.00	0.00	0.25	
2604	2	0	0	0.00	0.00	0.25	
2605	2	0	0	0.00	0.00	0.25	
2606	2	0	0	0.00	0.00	0.25	
2607	2	0	0	0.00	0.00	0.25	
2608	2	0	0	0.00	0.00	0.25	
2609	2	0	0	0.00	0.00	0.25	
2610	2	0	0	0.00	0.00	0.25	
2611	2	0	0	0.00	0.00	0.25	
2612	2	0	0	0.00	0.00	0.50	
2613	2	0	0	0.00	0.00	0.50	
2614	2	0	0	0.00	0.00	0.50	
2615	2	0	0	0.00	0.00	0.50	
2616	2	0	0	0.00	0.00	0.50	
2617	2	0	0	0.00	0.00	0.50	
2618	2	0	0	0.00	0.00	0.50	
2619	2	0	0	0.00	0.00	0.50	
2620	2	0	0	0.00	0.00	0.50	
2621	2	0	0	0.00	0.00	0.50	
2622	2	0	0	0.00	0.00	0.75	
2623	2	0	0	0.00	0.00	0.75	
2624	2	0	0	0.00	0.00	0.75	
2625	2	0	0	0.00	0.00	0.75	
2626	2	0	0	0.00	0.00	0.75	
2627	2	0	0	0.00	0.00	0.75	
2628	2	0	0	0.00	0.00	0.75	
2629	2	0	0	0.00	0.00	0.75	
2630	2	0	0	0.00	0.00	0.75	
2631	2	0	0	0.00	0.00	0.75	
2632	2	0	0	0.00	0.00	1.00	
2633	2	0	0	0.00	0.00	1.00	
2634	2	0	0	0.00	0.00	1.00	
2635	2	0	0	0.00	0.00	1.00	
2636	2	0	0	0.00	0.00	1.00	
2637	2	0	0	0.00	0.00	1.00	
2638	2	0	0	0.00	0.00	1.00	
2639	2	0	0	0.00	0.00	1.00	
2640	2	0	0	0.00	0.00	1.00	
2641	2	0	0	0.00	0.00	1.00	
2642	2	0	0	0.25	0.00	0.00	
2643	0	0	0	0.25	0.00	0.00	
2644	0	0	0	0.25	0.00	0.00	
2645	0	0	0	0.25	0.00	0.00	
2646	0	0	0	0.25	0.00	0.00	
2647	0	0	0	0.25	0.00	0.00	
2648	0	0	0	0.25	0.00	0.00	
2649	0	0	0	0.25	0.00	0.00	
2650	0	0	0	0.25	0.00	0.00	
2651	0	0	0	0.25	0.00	0.00	
2652	0	0	0	0.50	0.00	0.00	
2653	0	0	0	0.50	0.00	0.00	
2654	0	0	0	0.50	0.00	0.00	
2655	0	0	0	0.50	0.00	0.00	
2656	0	0	0	0.50	0.00	0.00	
2657	0	0	0	0.50	0.00	0.00	
2658	0	0	0	0.50	0.00	0.00	
2659	0	0	0	0.50	0.00	0.00	
2660	0	0	0	0.50	0.00	0.00	
2661	0	0	0	0.50	0.00	0.00	
2662	0	0	0	0.75	0.00	0.00	
2663	0	0	0	0.75	0.00	0.00	
2664	0	0	0	0.75	0.00	0.00	
2665	0	0	0	0.75	0.00	0.00	
2666	0	0	0	0.75	0.00	0.00	
2667	0	0	0	0.75	0.00	0.00	
2668	0	0	0	0.75	0.00	0.00	
2669	0	0	0	0.75	0.00	0.00	
2670	0	0	0	0.75	0.00	0.00	
2671	0	0	0	0.75	0.00	0.00	
2672	0	0	0	1.00	0.00	0.00	
2673	0	0	0	1.00	0.00	0.00	
2674	0	0	0	1.00	0.00	0.00	
2675	0	0	0	1.00	0.00	0.00	
2676	0	0	0	1.00	0.00	0.00	
2677	0	0	0	1.00	0.00	0.00	
2678	0	0	0	1.00	0.00	0.00	
2679	0	0	0	1.00	0.00	0.00	
2680	0	0	0	1.00	0.00	0.00	
2681	0	0	0	1.00	0.00	0.00	
2682	0	0	0	0.00	0.25	0.00	
2683	1	0	0	0.00	0.25	0.00	
2684	1	0	0	0.00	0.25	0.00	
2685	1	0	0	0.00	0.25	0.00	
2686	1	0	0	0.00	0.25	0.00	
2687	1	0	0	0.00	0.25	0.00	
2688	1	0	0	0.00	0.25	0.00	
2689	1	0	0	0.00	0.25	0.00	
2690	1	0	0	0.00	0.25	0.00	
2691	1	0	0	0.00	0.25	0.00	
2692	1	0	0	0.00	0.50	0.00	
2693	1	0	0	0.00	0.50	0.00	
2694	1	0	0	0.00	0.50	0.00	
2695	1	0	0	0.00	0.50	0.00	
2696	1	0	0	0.00	0.50	0.00	
2697	1	0	0	0.00	0.50	0.00	
2698	1	0	0	0.00	0.50	0.00	
2699	1	0	0	0.00	0.50	0.00	
2700	1	0	0	0.00	0.50	0.00	
2701	1	0	0	0.00	0.50	0.00	
2702	1	0	0	0.00	0.75	0.00	
2703	1	0	0	0.00	0.75	0.00	
2704	1	0	0	0.00	0.75	0.00	
2705	1	0	0	0.00	0.75	0.00	
2706	1	0	0	0.00	0.75	0.00	
2707	1	0	0	0.00	0.75	0.00	
2708	1	0	0	0.00	0.75	0.00	
2709	1	0	0	0.00	0.75	0.00	
2710	1	0	0	0.00	0.75	0.00	
2711	1	0	0	0.00	0.75	0.00	
2712	1	0	0	0.00	1.00	0.00	
2713	1	0	0	0.00	1.00	0.00	
2714	1	0	0	0.00	1.00	0.00	
2715	1	0	0	0.00	1.00	0.00	
2716	1	0	0	0.00	1.00	0.00	
2717	1	0	0	0.00	1.00	0.00	
2718	1	0	0	0.00	1.00	0.00	
2719	1	0	0	0.00	1.00	0.00	
2720	1	0	0	0.00	1.00	0.00	
2721	1	0	0	0.00	1.00	0.00	
2722	1	0	0	0.00	0.00	0.25	
2723	2	0	0	0.00	0.00	0.25	
2724	2	0	0	0.00	0.00	0.25	
2725	2	0	0	0.00	0.00	0.25	
2726	2	0	0	0.00	0.00	0.25	
2727	2	0	0	0.00	0.00	0.25	
2728	2	0	0	0.00	0.00	0.25	
2729	2	0	0	0.00	0.00	0.25	
2730	2	0	0	0.00	0.00	0.25	
2731	2	0	0	0.00	0.00	0.25	
2732	2	0	0	0.00	0.00	0.50	
2733	2	0	0	0.00	0.00	0.50	
2734	2	0	0	0.00	0.00	0.50	
2735	2	0	0	0.00	0.00	0.50	
2736	2	0	0	0.00	0.00	0.50	
2737	2	0	0	0.00	0.00	0.50	
2738	2	0	0	0.00	0.00	0.50	
2739	2	0	0	0.00	0.00	0.50	
2740	2	0	0	0.00	0.00	0.50	
2741	2	0	0	0.00	0.00	0.50	
2742	2	0	0	0.00	0.00	0.75	
2743	2	0	0	0.00	0.00	0.75	
2744	2	0	0	0.00	0.00	0.75	
2745	2	0	0	0.00	0.00	0.75	
2746	2	0	0	0.00	0.00	0.75	
2747	2	0	0	0.00	0.00	0.75	
2748	2	0	0	0.00	0.00	0.75	
2749	2	0	0	0.00	0.00	0.75	
2750	2	0	0	0.00	0.00	0.75	
2751	2	0	0	0.00	0.00	0.75	
2752	2	0	0	0.00	0.00	1.00	
2753	2	0	0	0.00	0.00	1.00	
2754	2	0	0	0.00	0.00	1.00	
2755	2	0	0	0.00	0.00	1.00	
2756	2	0	0	0.00	0.00	1.00	
2757	2	0	0	0.00	0.00	1.00	
2758	2	0	0	0.00	0.00	1.00	
2759	2	0	0	0.00	0.00	1.00	
2760	2	0	0	0.00	0.00	1.00	
2761	2	0	0	0.00	0.00	1.00	
2762	2	0	0	0.25	0.00	0.00	
2763	0	0	0	0.25	0.00	0.00	
2764	0	0	0	0.25	0.00	0.00	
2765	0	0	0	0.25	0.00	0.00	
2766	0	0	0	0.25	0.00	0.00	
2767	0	0	0	0.25	0.00	0.00	
2768	0	0	0	0.25	0.00	0.00	
2769	0	0	0	0.25	0.00	0.00	
2770	0	0	0	0.25	0.00	0.00	
2771	0	0	0	0.25	0.00	0.00	
2772	0	0	0	0.50	0.00	0.00	
2773	0	0	0	0.50	0.00	0.00	
2774	0	0	0	0.50	0.00	0.00	
2775	0	0	0	0.50	0.00	0.00	
2776	0	0	0	0.50	0.00	0.00	
2777	0	0	0	0.50	0.00	0.00	
2778	0	0	0	0.50	0.00	0.00	
2779	0	0	0	0.50	0.00	0.00	
2780	0	0	0	0.50	0.00	0.00	
2781	0	0	0	0.50	0.00	0.00	
2782	0	0	0	0.75	0.00	0.00	
2783	0	0	0	0.75	0.00	0.00	
2784	0	0	0	0.75	0.00	0.00	
2785	0	0	0	0.75	0.00	0.00	
2786	0	0	0	0.75	0.00	0.00	
2787	0	0	0	0.75	0.00	0.00	
2788	0	0	0	0.75	0.00	0.00	
2789	0	0	0	0.75	0.00	0.00	
2790	0	0	0	0.75	0.00	0.00	
2791	0	0	0	0.75	0.00	0.00	
2792	0	0	0	1.00	0.00	0.00	
2793	0	0	0	1.00	0.00	0.00	
2794	0	0	0	1.00	0.00	0.00	
2795	0	0	0	1.00	0.00	0.00	
2796	0	0	0	1.00	0.00	0.00	
2797	0	0	0	1.00	0.00	0.00	
2798	0	0	0	1.00	0.00	0.00	
2799	0	0	0	1.00	0.00	0.00	
2800	0	0	0	1.00	0.00	0.00	
2801	0	0	0	1.00	0.00	0.00	
2802	0	0	0	0.00	0.25	0.00	
2803	1	0	0	0.00	0.25	0.00	
2804	1	0	0	0.00	0.25	0.00	
2805	1	0	0	0.00	0.25	0.00	
2806	1	0	0	0.00	0.25	0.00	
2807	1	0	0	0.00	0.25	0.00	
2808	1	0	0	0.00	0.25	0.00	
2809	1	0	0	0.00	0.25	0.00	
2810	1	0	0	0.00	0.25	0.00	
2811	1	0	0	0.00	0.25	0.00	
2812	1	0	0	0.00	0.50	0.00	
2813	1	0	0	0.00	0.50	0.00	
2814	1	0	0	0.00	0.50	0.00	
2815	1	0	0	0.00	0.50	0.00	
2816	1	0	0	0.00	0.50	0.00	
2817	1	0	0	0.00	0.50	0.00	
2818	1	0	0	0.00	0.50	0.00	
2819	1	0	0	0.00	0.50	0.00	
2820	1	0	0	0.00	0.50	0.00	
2821	1	0	0	0.00	0.50	0.00	
2822	1	0	0	0.00	0.75	0.00	
2823	1	0	0	0.00	0.75	0.00	
2824	1	0	0	0.00	0.75	0.00	
2825	1	0	0	0.00	0.75	0.00	
2826	1	0	0	0.00	0.75	0.00	
2827	1	0	0	0.00	0.75	0.00	
2828	1	0	0	0.00	0.75	0.00	
2829	1	0	0	0.00	0.75	0.00	
2830	1	0	0	0.00	0.75	0.00	
2831	1	0	0	0.00	0.75	0.00	
2832	1	0	0	0.00	1.00	0.00	
2833	1	0	0	0.00	1.00	0.00	
2834	1	0	0	0.00	1.00	0.00	
2835	1	0	0	0.00	1.00	0.00	
2836	1	0	0	0.00	1.00	0.00	
2837	1	0	0	0.00	1.00	0.00	
2838	1	0	0	0.00	1.00	0.00	
2839	1	0	0	0.00	1.00	0.00	
2840	1	0	0	0.00	1.00	0.00	
2841	1	0	0	0.00	1.00	0.00	
2842	1	0	0	0.00	0.00	0.25	
2843	2	0	0	0.00	0.00	0.25	
2844	2	0	0	0.00	0.00	0.25	
2845	2	0	0	0.00	0.00	0.25	
2846	2	0	0	0.00	0.00	0.25	
2847	2	0	0	0.00	0.00	0.25	
2848	2	0	0	0.00	0.00	0.25	
2849	2	0	0	0.00	0.00	0.25	
2850	2	0	0	0.00	0.00	0.25	
2851	2	0	0	0.00	0.00	0.25	
2852	2	0	0	0.00	0.00	0.50	
2853	2	0	0	0.00	0.00	0.50	
2854	2	0	0	0.00	0.00	0.50	
2855	2	0	0	0.00	0.00	0.50	
2856	2	0	0	0.00	0.00	0.50	
2857	2	0	0	0.00	0.00	0.50	
2858	2	0	0	0.00	0.00	0.50	
2859	2	0	0	0.00	0.00	0.50	
2860	2	0	0	0.00	0.00	0.50	
2861	2	0	0	0.00	0.00	0.50	
2862	2	0	0	0.00	0.00	0.75	
2863	2	0	0	0.00	0.00	0.75	
2864	2	0	0	0.00	0.00	0.75	
2865	2	0	0	0.00	0.00	0.75	
2866	2	0	0	0.00	0.00	0.75	
2867	2	0	0	0.00	0.00	0.75	
2868	2	0	0	0.00	0.00	0.75	
2869	2	0	0	0.00	0.00	0.75	
2870	2	0	0	0.00	0.00	0.75	
2871	2	0	0	0.00	0.00	0.75	
2872	2	0	0	0.00	0.00	1.00	
2873	2	0	0	0.00	0.00	1.00	
2874	2	0	0	0.00	0.00	1.00	
2875	2	0	0	0.00	0.00	1.00	
2876	2	0	0	0.00	0.00	1.00	
2877	2	0	0	0.00	0.00	1.00	
2878	2	0	0	0.00	0.00	1.00	
2879	2	0	0	0.00	0.00	1.00	
2880	2	0	0	0.00	0.00	1.00	
2881	2	0	0	0.00	0.00	1.00	
2882	2	0	0	0.25	0.00	0.00	
2883	0	0	0	0.25	0.00	0.00	
2884	0	0	0	0.25	0.00	0.00	
2885	0	0	0	0.25	0.00	0.00	
2886	0	0	0	0.25	0.00	0.00	
2887	0	0	0	0.25	0.00	0.00	
2888	0	0	0	0.25	0.00	0.00	
2889	0	0	0	0.25	0.00	0.00	
2890	0	0	0	0.25	0.00	0.00	
2891	0	0	0	0.25	0.00	0.00	
2892	0	0	0	0.50	0.00	0.00	
2893	0	0	0	0.50	0.00	0.00	
2894	0	0	0	0.50	0.00	0.00	
2895	0	0	0	0.50	0.00	0.00	
2896	0	0	0	0.50	0.00	0.00	
2897	0	0	0	0.50	0.00	0.00	
2898	0	0	0	0.50	0.00	0.00	
2899	0	0	0	0.50	0.00	0.00	
2900	0	0	0	0.50	0.00	0.00	
2901	0	0	0	0.50	0.00	0.00	
2902	0	0	0	0.75	0.00	0.00	
2903	0	0	0	0.75	0.00	0.00	
2904	0	0	0	0.75	0.00	0.00	
2905	0	0	0	0.75	0.00	0.00	
2906	0	0	0	0.75	0.00	0.00	
2907	0	0	0	0.75	0.00	0.00	
2908	0	0	0	0.75	0.00	0.00	
2909	0	0	0	0.75	0.00	0.00	
2910	0	0	0	0.75	0.00	0.00	
2911	0	0	0	0.75	0.00	0.00	
2912	0	0	0	1.00	0.00	0.00	
2913	0	0	0	1.00	0.00	0.00	
2914	0	0	0	1.00	0.00	0.00	
2915	0	0	0	1.00	0.00	0.00	
2916	0	0	0	1.00	0.00	0.00	
2917	0	0	0	1.00	0.00	0.00	
2918	0	0	0	1.00	0.00	0.00	
2919	0	0	0	1.00	0.00	0.00	
2920	0	0	0	1.00	0.00	0.00	
2921	0	0	0	1.00	0.00	0.00	
2922	0	0	0	0.00	0.25	0.00	
2923	1	0	0	0.00	0.25	0.00	
2924	1	0	0	0.00	0.25	0.00	
2925	1	0	0	0.00	0.25	0.00	
2926	1	0	0	0.00	0.25	0.00	
2927	1	0	0	0.00	0.25	0.00	
2928	1	0	0	0.00	0.25	0.00	
2929	1	0	0	0.00	0.25	0.00	
2930	1	0	0	0.00	0.25	0.00	
2931	1	0	0	0.00	0.25	0.00	
2932	1	0	0	0.00	0.50	0.00	
2933	1	0	0	0.00	0.50	0.00	
2934	1	0	0	0.00	0.50	0.00	
2935	1	0	0	0.00	0.50	0.00	
2936	1	0	0	0.00	0.50	0.00	
2937	1	0	0	0.00	0.50	0.00	
2938	1	0	0	0.00	0.50	0.00	
2939	1	0	0	0.00	0.50	0.00	
2940	1	0	0	0.00	0.50	0.00	
2941	1	0	0	0.00	0.50	0.00	
2942	1	0	0	0.00	0.75	0.00	
2943	1	0	0	0.00	0.75	0.00	
2944	1	0	0	0.00	0.75	0.00	
2945	1	0	0	0.00	0.75	0.00	
2946	1	0	0	0.00	0.75	0.00	
2947	1	0	0	0.00	0.75	0.00	
2948	1	0	0	0.00	0.75	0.00	
2949	1	0	0	0.00	0.75	0.00	
2950	1	0	0	0.00	0.75	0.00	
2951	1	0	0	0.00	0.75	0.00	
2952	1	0	0	0.00	1.00	0.00	
2953	1	0	0	0.00	1.00	0.00	
2954	1	0	0	0.00	1.00	0.00	
2955	1	0	0	0.00	1.00	0.00	
2956	1	0	0	0.00	1.00	0.00	
2957	1	0	0	0.00	1.00	0.00	
2958	1	0	0	0.00	1.00	0.00	
2959	1	0	0	0.00	1.00	0.00	
2960	1	0	0	0.00	1.00	0.00	
2961	1	0	0	0.00	1.00	0.00	
2962	1	0	0	0.00	0.00	0.25	
2963	2	0	0	0.00	0.00	0.25	
2964	2	0	0	0.00	0.00	0.25	
2965	2	0	0	0.00	0.00	0.25	
2966	2	0	0	0.00	0.00	0.25	
2967	2	0	0	0.00	0.00	0.25	
2968	2	0	0	0.00	0.00	0.25	
2969	2	0	0	0.00	0.00	0.25	
2970	2	0	0	0.00	0.00	0.25	
2971	2	0	0	0.00	0.00	0.25	
2972	2	0	0	0.00	0.00	0.50	
2973	2	0	0	0.00	0.00	0.50	
2974	2	0	0	0.00	0.00	0.50	
2975	2	0	0	0.00	0.00	0.50	
2976	2	0	0	0.00	0.00	0.50	
2977	2	0	0	0.00	0.00	0.50	
2978	2	0	0	0.00	0.00	0.50	
2979	2	0	0	0.00	0.00	0.50	
2980	2	0	0	0.00	0.00	0.50	
2981	2	0	0	0.00	0.00	0.50	
2982	2	0	0	0.00	0.00	0.75	
2983	2	0	0	0.00	0.00	0.75	
2984	2	0	0	0.00	0.00	0.75	
2985	2	0	0	0.00	0.00	0.75	
2986	2	0	0	0.00	0.00	0.75	
2987	2	0	0	0.00	0.00	0.75	
2988	2	0	0	0.00	0.00	0.75	
2989	2	0	0	0.00	0.00	0.75	
2990	2	0	0	0.00	0.00	0.75	
2991	2	0	0	0.00	0.00	0.75	
2992	2	0	0	0.00	0.00	1.00	
2993	2	0	0	0.00	0.00	1.00	
2994	2	0	0	0.00	0.00	1.00	
2995	2	0	0	0.00	0.00	1.00	
2996	2	0	0	0.00	0.00	1.00	
2997	2	0	0	0.00	0.00	1.00	
2998	2	0	0	0.00	0.00	1.00	
2999	2	0	0	0.00	0.00	1.00	
3000	2	0	0	0.00	0.00	1.00	
3001	2	0	0	0.00	0.00	1.00	
3002	2	0	0	0.25	0.00	0.00	
3003	0	0	0	0.25	0.00	0.00	
3004	0	0	0	0.25	0.00	0.00	
3005	0	0	0	0.25	0.00	0.00	
3006	0	0	0	0.25	0.00	0.00	
3007	0	0	0	0.25	0.00	0.00	
3008	0	0	0	0.25	0.00	0.00	
3009	0	0	0	0.25	0.00	0.00	
3010	0	0	0	0.25	0.00	0.00	
3011	0	0	0	0.25	0.00	0.00	
3012	0	0	0	0.50	0.00	0.00	
3013	0	0	0	0.50	0.00	0.00	
3014	0	0	0	0.50	0.00	0.00	
3015	0	0	0	0.50	0.00	0.00	
3016	0	0	0	0.50	0.00	0.00	
3017	0	0	0	0.50	0.00	0.00	
3018	0	0	0	0.50	0.00	0.00	
3019	0	0	0	0.50	0.00	0.00	
3020	0	0	0	0.50	0.00	0.00	
3021	0	0	0	0.50	0.00	0.00	
3022	0	0	0	0.75	0.00	0.00	
3023	0	0	0	0.75	0.00	0.00	
3024	0	0	0	0.75	0.00	0.00	
3025	0	0	0	0.75	0.00	0.00	
3026	0	0	0	0.75	0.00	0.00	
3027	0	0	0	0.75	0.00	0.00	
3028	0	0	0	0.75	0.00	0.00	
3029	0	0	0	0.75	0.00	0.00	
3030	0	0	0	0.75	0.00	0.00	
3031	0	0	0	0.75	0.00	0.00	
3032	0	0	0	1.00	0.00	0.00	
3033	0	0	0	1.00	0.00	0.00	
3034	0	0	0	1.00	0.00	0.00	
3035	0	0	0	1.00	0.00	0.00	
3036	0	0	0	1.00	0.00	0.00	
3037	0	0	0	1.00	0.00	0.00	
3038	0	0	0	1.00	0.00	0.00	
3039	0	0	0	1.00	0.00	0.00	
3040	0	0	0	1.00	0.00	0.00	
3041	0	0	0	1.00	0.00	0.00	
3042	0	0	0	0.00	0.25	0.00	
3043	1	0	0	0.00	0.25	0.00	
3044	1	0	0	0.00	0.25	0.00	
3045	1	0	0	0.00	0.25	0.00	
3046	1	0	0	0.00	0.25	0.00	
3047	1	0	0	0.00	0.25	0.00	
3048	1	0	0	0.00	0.25	0.00	
3049	1	0	0	0.00	0.25	0.00	
3050	1	0	0	0.00	0.25	0.00	
3051	1	0	0	0.00	0.25	0.00	
3052	1	0	0	0.00	0.50	0.00	
3053	1	0	0	0.00	0.50	0.00	
3054	1	0	0	0.00	0.50	0.00	
3055	1	0	0	0.00	0.50	0.00	
3056	1	0	0	0.00	0.50	0.00	
3057	1	0	0	0.00	0.50	0.00	
3058	1	0	0	0.00	0.50	0.00	
3059	1	0	0	0.00	0.50	0.00	
3060	1	0	0	0.00	0.50	0.00	
3061	1	0	0	0.00	0.50	0.00	
3062	1	0	0	0.00	0.75	0.00	
3063	1	0	0	0.00	0.75	0.00	
3064	1	0	0	0.00	0.75	0.00	
3065	1	0	0	0.00	0.75	0.00	
3066	1	0	0	0.00	0.75	0.00	
3067	1	0	0	0.00	0.75	0.00	
3068	1	0	0	0.00	0.75	0.00	
3069	1	0	0	0.00	0.75	0.00	
3070	1	0	0	0.00	0.75	0.00	
3071	1	0	0	0.00	0.75	0.00	
3072	1	0	0	0.00	1.00	0.00	
3073	1	0	0	0.00	1.00	0.00	
3074	1	0	0	0.00	1.00	0.00	
3075	1	0	0	0.00	1.00	0.00	
3076	1	0	0	0.00	1.00	0.00	
3077	1	0	0	0.00	1.00	0.00	
3078	1	0	0	0.00	1.00	0.00	
3079	1	0	0	0.00	1.00	0.00	
3080	1	0	0	0.00	1.00	0.00	
3081	1	0	0	0.00	1.00	0.00	
3082	1	0	0	0.00	0.00	0.25	
3083	2	0	0	0.00	0.00	0.25	
3084	2	0	0	0.00	0.00	0.25	
3085	2	0	0	0.00	0.00	0.25	
3086	2	0	0	0.00	0.00	0.25	
3087	2	0	0	0.00	0.00	0.25	
3088	2	0	0	0.00	0.00	0.25	
3089	2	0	0	0.00	0.00	0.25	
3090	2	0	0	0.00	0.00	0.25	
3091	2	0	0	0.00	0.00	0.25	
3092	2	0	0	0.00	0.00	0.50	
3093	2	0	0	0.00	0.00	0.50	
3094	2	0	0	0.00	0.00	0.50	
3095	2	0	0	0.00	0.00	0.50	
3096	2	0	0	0.00	0.00	0.50	
3097	2	0	0	0.00	0.00	0.50	
3098	2	0	0	0.00	0.00	0.50	
3099	2	0	0	0.00	0.00	0.50	
3100	2	0	0	0.00	0.00	0.50	
3101	2	0	0	0.00	0.00	0.50	
3102	2	0	0	0.00	0.00	0.75	
3103	2	0	0	0.00	0.00	0.75	
3104	2	0	0	0.00	0.00	0.75	
3105	2	0	0	0.00	0.00	0.75	
3106	2	0	0	0.00	0.00	0.75	
3107	2	0	0	0.00	0.00	0.75	
3108	2	0	0	0.00	0.00	0.75	
3109	2	0	0	0.00	0.00	0.75	
3110	2	0	0	0.00	0.00	0.75	
3111	2	0	0	0.00	0.00	0.75	
3112	2	0	0	0.00	0.00	1.00	
3113	2	0	0	0.00	0.00	1.00	
3114	2	0	0	0.00	0.00	1.00	
3115	2	0	0	0.00	0.00	1.00	
3116	2	0	0	0.00	0.00	1.00	
3117	2	0	0	0.00	0.00	1.00	
3118	2	0	0	0.00	0.00	1.00	
3119	2	0	0	0.00	0.00	1.00	
3120	2	0	0	0.00	0.00	1.00	
3121	2	0	0	0.00	0.00	1.00	
3122	2	0	0	0.25	0.00	0.00	
3123	0	0	0	0.25	0.00	0.00	
3124	0	0	0	0.25	0.00	0.00	
3125	0	0	0	0.25	0.00	0.00	
3126	0	0	0	0.25	0.00	0.00	
3127	0	0	0	0.25	0.00	0.00	
3128	0	0	0	0.25	0.00	0.00	
3129	0	0	0	0.25	0.00	0.00	
3130	0	0	0	0.25	0.00	0.00	
3131	0	0	0	0.25	0.00	0.00	
3132	0	0	0	0.50	0.00	0.00	
3133	0	0	0	0.50	0.00	0.00	
3134	0	0	0	0.50	0.00	0.00	
3135	0	0	0	0.50	0.00	0.00	
3136	0	0	0	0.50	0.00	0.00	
3137	0	0	0	0.50	0.00	0.00	
3138	0	0	0	0.50	0.00	0.00	
3139	0	0	0	0.50	0.00	0.00	
3140	0	0	0	0.50	0.00	0.00	
3141	0	0	0	0.50	0.00	0.00	
3142	0	0	0	0.75	0.00	0.00	
3143	0	0	0	0.75	0.00	0.00	
3144	0	0	0	0.75	0.00	0.00	
3145	0	0	0	0.75	0.00	0.00	
3146	0	0	0	0.75	0.00	0.00	
3147	0	0	0	0.75	0.00	0.00	
3148	0	0	0	0.75	0.00	0.00	
3149	0	0	0	0.75	0.00	0.00	
3150	0	0	0	0.75	0.00	0.00	
3151	0	0	0	0.75	0.00	0.00	
3152	0	0	0	1.00	0.00	0.00	
3153	0	0	0	1.00	0.00	0.00	
3154	0	0	0	1.00	0.00	0.00	
3155	0	0	0	1.00	0.00	0.00	
3156	0	0	0	1.00	0.00	0.00	
3157	0	0	0	1.00	0.00	0.00	
3158	0	0	0	1.00	0.00	0.00	
3159	0	0	0	1.00	0.00	0.00	
3160	0	0	0	1.00	0.00	0.00	
3161	0	0	0	1.00	0.00	0.00	
3162	0	0	0	0.00	0.25	0.00	
3163	1	0	0	0.00	0.25	0.00	
3164	1	0	0	0.00	0.25	0.00	
3165	1	0	0	0.00	0.25	0.00	
3166	1	0	0	0.00	0.25	0.00	
3167	1	0	0	0.00	0.25	0.00	
3168	1	0	0	0.00	0.25	0.00	
3169	1	0	0	0.00	0.25	0.00	
3170	1	0	0	0.00	0.25	0.00	
3171	1	0	0	0.00	0.25	0.00	
3172	1	0	0	0.00	0.50	0.00	
3173	1	0	0	0.00	0.50	0.00	
3174	1	0	0	0.00	0.50	0.00	
3175	1	0	0	0.00	0.50	0.00	
3176	1	0	0	0.00	0.50	0.00	
3177	1	0	0	0.00	0.50	0.00	
3178	1	0	0	0.00	0.50	0.00	
3179	1	0	0	0.00	0.50	0.00	
3180	1	0	0	0.00	0.50	0.00	
3181	1	0	0	0.00	0.50	0.00	
3182	1	0	0	0.00	0.75	0.00	
3183	1	0	0	0.00	0.75	0.00	
3184	1	0	0	0.00	0.75	0.00	
3185	1	0	0	0.00	0.75	0.00	
3186	1	0	0	0.00	0.75	0.00	
3187	1	0	0	0.00	0.75	0.00	
3188	1	0	0	0.00	0.75	0.00	
3189	1	0	0	0.00	0.75	0.00	
3190	1	0	0	0.00	0.75	0.00	
3191	1	0	0	0.00	0.75	0.00	
3192	1	0	0	0.00	1.00	0.00	
3193	1	0	0	0.00	1.00	0.00	
3194	1	0	0	0.00	1.00	0.00	
3195	1	0	0	0.00	1.00	0.00	
3196	1	0	0	0.00	1.00	0.00	
3197	1	0	0	0.00	1.00	0.00	
3198	1	0	0	0.00	1.00	0.00	
3199	1	0	0	0.00	1.00	0.00	
3200	1	0	0	0.00	1.00	0.00	
3201	1	0	0	0.00	1.00	0.00	
3202	1	0	0	0.00	0.00	0.25	
3203	2	0	0	0.00	0.00	0.25	
3204	2	0	0	0.00	0.00	0.25	
3205	2	0	0	0.00	0.00	0.25	
3206	2	0	0	0.00	0.00	0.25	
3207	2	0	0	0.00	0.00	0.25	
3208	2	0	0	0.00	0.00	0.25	
3209	2	0	0	0.00	0.00	0.25	
3210	2	0	0	0.00	0.00	0.25	
3211	2	0	0	0.00	0.00	0.25	
3212	2	0	0	0.00	0.00	0.50	
3213	2	0	0	0.00	0.00	0.50	
3214	2	0	0	0.00	0.00	0.50	
3215	2	0	0	0.00	0.00	0.50	
3216	2	0	0	0.00	0.00	0.50	
3217	2	0	0	0.00	0.00	0.50	
3218	2	0	0	0.00	0.00	0.50	
